param	n	pearson	p	sigma
frsA	589	0.09725	0.158	2.3675
ykfI	589	0.1376	0.06987	3.3668
yafW	589	-0.09684	0.1779	2.3573
ykfG	589	0.02891	0.9338	0.7008
yafX	589	-0.1305	0.1242	3.1889
ykfF	589	-0.0751	0.728	1.8247
ykfB	589	-0.08647	0.5318	2.1030
yafY	589	-0.2593	2.106e-08	6.5057
yafZ	589	-0.1945	0.0002216	4.8048
ykfA	589	-0.04721	0.9004	1.1451
insN_1	589	0.3118	1.12e-12	7.9504
insO_1	589	-0.1969	0.0001674	4.8645
ykfC	589	-0.05804	0.8608	1.4085
afuC	589	-0.01273	0.9457	0.3084
afuB	589	0.1306	0.1229	3.1921
yagB	589	0.08227	0.6205	2.0000
yagE	589	-0.2021	8.758e-05	4.9997
yagF	589	-0.1807	0.001095	4.4505
yagG	589	0.2993	1.443e-11	7.5987
yagH	589	0.148	0.02857	3.6265
yagJ	589	-0.2137	1.944e-05	5.3012
yagK	589	-0.1101	0.5387	2.6833
yagL	589	-0.2684	4.536e-09	6.7492
yagM	589	-0.2317	1.574e-06	5.7717
yagN	589	0.005288	0.9478	0.1281
intF	589	-0.1842	0.0007421	4.5393
paoD	589	0.2206	7.645e-06	5.4803
paoC	589	0.1582	0.01111	3.8826
paoB	589	0.3542	7.03e-17	9.1755
paoA	589	-0.1187	0.2997	2.8958
yagU	589	-0.05229	0.8845	1.2686
ykgJ	589	-0.2206	7.71e-06	5.4787
ecpE	589	-0.1773	0.001583	4.3650
ecpD	589	0.1207	0.2584	2.9471
ecpC	589	0.09422	0.2912	2.2930
ecpB	589	-0.07319	0.7499	1.7779
ecpA	589	-0.2849	2.288e-10	7.2016
ykgL	589	-0.273	1.996e-09	6.8762
ykgM	589	-0.2748	1.463e-09	6.9237
eaeH	589	0.09551	0.2379	2.3247
ykgB	589	-0.01739	0.9434	0.4214
ykgI	589	-0.2648	8.314e-09	6.6541
ykgC	589	-0.1788	0.001344	4.4032
b0309	589	-0.1618	0.00787	3.9720
ykgH	589	-0.01505	0.9447	0.3648
yahA	589	-0.0377	0.9215	0.9140
yahC	589	0.0752	0.7268	1.8271
yahE	589	0.02301	0.9395	0.5577
yahF	589	0.2436	2.622e-07	6.0865
yahG	589	0.1564	0.01317	3.8377
yahJ	589	0.3172	3.575e-13	8.1031
yahK	589	0.3165	4.126e-13	8.0841
yahL	589	0.2166	1.325e-05	5.3754
yahM	589	0.3236	8.874e-14	8.2863
yahN	589	0.3442	8.006e-16	8.8810
yahO	589	0.1593	0.009978	3.9107
prpE	589	0.352	1.19e-16	9.1125
lacA	589	-0.2972	2.156e-11	7.5421
yaiL	589	-0.1584	0.0109	3.8875
yaiO	589	-0.261	1.595e-08	6.5504
yaiX	589	-0.269	4.067e-09	6.7662
insC_1	589	-0.222	6.319e-06	5.5162
yaiF	589	0.2134	2.033e-05	5.2924
yaiP	589	0.07312	0.7506	1.7762
yaiS	589	-0.245	2.118e-07	6.1230
ykiB	589	-0.291	7.258e-11	7.3689
yaiT	589	-0.3489	2.543e-16	9.0208
yaiU	589	-0.05658	0.8675	1.3731
ampH	589	0.3149	5.805e-13	8.0386
sbmA	589	-0.3123	9.967e-13	7.9661
yaiY	589	-0.3218	1.31e-13	8.2355
yaiZ	589	0.08068	0.6484	1.9612
iraP	589	0.2278	2.795e-06	5.6675
psiF	589	0.1642	0.006168	4.0341
adrA	589	-0.1698	0.0035	4.1751
yaiI	589	0.1032	0.8322	2.5145
yaiA	589	0.1906	0.0003544	4.7034
aroM	589	-0.07254	0.7567	1.7622
yaiE	589	0.09831	0.1049	2.3934
ykiA	589	0.1265	0.1683	3.0908
rdgC	589	0.1384	0.06534	3.3870
araJ	589	0.1833	0.0008157	4.5179
sbcC	589	-0.3315	1.537e-14	8.5119
sbcD	589	0.2607	1.662e-08	6.5438
phoR	589	0.2071	4.652e-05	5.1284
proY	589	0.02513	0.9377	0.6092
queA	589	0.1202	0.2683	2.9341
tgt	589	0.1209	0.2556	2.9508
yajC	589	0.2709	2.884e-09	6.8195
secD	589	0.1789	0.00133	4.4057
secF	589	0.03114	0.9312	0.7548
yajD	589	-0.2589	2.266e-08	6.4939
yajI	589	-0.2026	8.185e-05	5.0136
nusB	589	0.2385	5.752e-07	5.9504
yajO	589	0.07329	0.7488	1.7804
xseB	589	0.3327	1.166e-14	8.5470
yajL	589	0.2073	4.498e-05	5.1352
yajQ	589	0.1528	0.0185	3.7465
yajR	589	0.01241	0.9458	0.3007
yajG	589	0.1757	0.001882	4.3243
tig	589	0.1717	0.002875	4.2229
clpP	589	0.1773	0.001579	4.3655
clpX	589	0.1646	0.00596	4.0428
lon	589	0.1235	0.2108	3.0162
ppiD	589	-0.1943	0.0002271	4.7996
ybaV	589	-0.04487	0.9065	1.0883
fadM	589	0.295	3.335e-11	7.4803
ybaE	589	0.2776	8.811e-10	7.0006
mdlA	589	-0.1696	0.003591	4.1688
mdlB	589	0.303	6.856e-12	7.7025
glnK	589	-0.223	5.47e-06	5.5432
ybaY	589	0.123	0.2197	3.0023
atl	589	0.2633	1.087e-08	6.6116
ffs	589	-0.1708	0.003163	4.1998
ybaA	589	0.3695	1.39e-18	9.6345
ylaB	589	-0.2716	2.55e-09	6.8386
ylaC	589	0.03084	0.9316	0.7475
hha	589	0.3041	5.482e-12	7.7335
tomB	589	-0.03802	0.9209	0.9219
mscK	589	0.3551	5.572e-17	9.2032
ybaM	589	0.2933	4.664e-11	7.4324
priC	589	0.3234	9.357e-14	8.2794
ybaN	589	0.1934	0.0002536	4.7759
dnaX	589	0.2319	1.529e-06	5.7770
ybaB	589	0.05172	0.8865	1.2548
recR	589	0.3236	8.966e-14	8.2849
htpG	589	-0.1258	0.1779	3.0726
aes	589	-0.1293	0.1367	3.1581
ybaL	589	0.408	2.569e-23	10.8261
fsr	589	-0.2082	4.039e-05	5.1568
ybaK	589	0.01298	0.9456	0.3144
ybaP	589	0.3286	2.907e-14	8.4305
ybaT	589	0.3041	5.429e-12	7.7348
ybbJ	589	0.263	1.13e-08	6.6054
qmcA	589	0.01317	0.9455	0.3192
ybbL	589	-0.1489	0.02635	3.6492
ybbM	589	0.1636	0.006575	4.0179
ybbN	589	0.06412	0.8267	1.5567
ybbO	589	-0.1174	0.3269	2.8653
ybbA	589	0.2218	6.475e-06	5.5116
ybbP	589	0.3338	9.12e-15	8.5781
rhsD	589	-0.05165	0.8867	1.2530
ybbC	589	-0.09297	0.3386	2.2624
ylbH	589	-0.333	1.081e-14	8.5565
ybbD	589	0.04548	0.905	1.1030
b0501	589	-0.01059	0.9465	0.2566
ybbB	589	0.3083	2.33e-12	7.8510
ybbV	589	0.2284	2.572e-06	5.6827
ybbY	589	-0.1276	0.1557	3.1162
allE	589	-0.4031	1.112e-22	10.6721
fdrA	589	0.1523	0.01935	3.7342
ylbE_2	589	-0.1461	0.03399	3.5776
ylbF	589	0.1533	0.01771	3.7583
ppiB	589	0.2699	3.437e-09	6.7924
ybcI	589	-0.2289	2.373e-06	5.6973
ybcJ	589	0.1935	0.0002512	4.7780
sfmA	589	-0.2544	4.748e-08	6.3733
sfmC	589	-0.2268	3.192e-06	5.6431
sfmD	589	-0.3335	9.679e-15	8.5705
sfmH	589	-0.1628	0.007107	3.9981
sfmF	589	-0.1336	0.09726	3.2656
intD	589	-0.2871	1.519e-10	7.2617
ybcC	589	-0.1529	0.01841	3.7478
renD	589	0.1907	0.0003511	4.7054
emrE	589	0.1225	0.2274	2.9907
ybcK	589	-0.286	1.867e-10	7.2315
ybcL	589	-0.2663	6.446e-09	6.6942
ybcM	589	-0.0537	0.8793	1.3029
ybcN	589	0.09211	0.3694	2.2411
ninE	589	-0.1192	0.2879	2.9098
ybcO	589	-0.1131	0.4405	2.7580
rusA	589	-0.2	0.0001142	4.9448
ybcQ	589	-0.2385	5.801e-07	5.9490
nmpC	589	-0.2217	6.616e-06	5.5076
essD	589	-0.4076	2.831e-23	10.8159
rrrD	589	-0.3259	5.341e-14	8.3522
rzpD	589	-0.3283	3.146e-14	8.4203
borD	589	-0.2963	2.574e-11	7.5171
ybcV	589	-0.2967	2.411e-11	7.5263
ybcW	589	-0.3398	2.258e-15	8.7530
tfaD	589	-0.3247	6.921e-14	8.3186
ybcY	589	-0.3532	8.883e-17	9.1475
tfaX	589	-0.2973	2.122e-11	7.5444
ompT	589	-0.2763	1.118e-09	6.9645
ybcH	589	-0.3251	6.334e-14	8.3301
nfrA	589	-0.2485	1.235e-07	6.2144
nfrB	589	-0.3019	8.438e-12	7.6737
cusS	589	-0.275	1.404e-09	6.9300
ybdG	589	-0.347	4.096e-16	8.9629
ybdF	589	-0.336	5.391e-15	8.6443
ybdJ	589	-0.3156	5.022e-13	8.0579
ybdK	589	-0.1253	0.1851	3.0595
fepE	589	-0.2483	1.257e-07	6.2114
entH	589	-0.2141	1.858e-05	5.3100
cstA	589	-0.242	3.388e-07	6.0424
ybdH	589	-0.2283	2.585e-06	5.6818
ybdL	589	-0.3712	8.872e-19	9.6859
ybdM	589	-0.3051	4.494e-12	7.7609
ybdN	589	-0.3197	2.092e-13	8.1740
ahpC	589	-0.1683	0.004091	4.1367
ahpF	589	-0.2375	6.666e-07	5.9246
uspG	589	-0.174	0.002269	4.2799
ybdR	589	-0.2912	6.901e-11	7.3762
rnk	589	-0.2861	1.83e-10	7.2344
rna	589	-0.3077	2.61e-12	7.8355
citC	589	-0.2361	8.278e-07	5.8864
dpiB	589	-0.3494	2.283e-16	9.0339
crcB	589	-0.2428	3.008e-07	6.0630
ybeM_1	589	-0.1704	0.003302	4.1892
ybeM_2	589	-0.1359	0.0806	3.3235
tatE	589	-0.2665	6.203e-09	6.7002
ybeD	589	-0.2095	3.404e-05	5.1909
rlpA	589	-0.2038	7.06e-05	5.0439
mrdB	589	-0.2565	3.371e-08	6.4294
rlmH	589	-0.2337	1.187e-06	5.8223
rsfS	589	-0.2314	1.661e-06	5.7620
holA	589	0.01666	0.9438	0.4036
lptE	589	-0.2645	8.857e-09	6.6441
ybeL	589	-0.1317	0.1128	3.2192
ybeQ	589	-0.3248	6.797e-14	8.3209
ybeR	589	-0.2981	1.813e-11	7.5666
djlB	589	-0.3337	9.205e-15	8.5769
ybeT	589	-0.2633	1.075e-08	6.6133
ybeU	589	-0.2921	5.915e-11	7.3984
djlC	589	-0.3825	4.179e-20	10.0300
ybeX	589	0.2851	2.208e-10	7.2069
ybeY	589	0.02094	0.9411	0.5074
ybeZ	589	-0.09231	0.3622	2.2461
miaB	589	0.3038	5.803e-12	7.7256
nagD	589	0.3116	1.167e-12	7.9448
chiP	589	0.2389	5.44e-07	5.9602
ybfN	589	-0.3267	4.461e-14	8.3754
ybfE	589	0.2572	2.995e-08	6.4487
ybfF	589	0.1419	0.04876	3.4736
seqA	589	0.2049	6.188e-05	5.0707
ybfP	589	-0.3667	2.88e-18	9.5507
ybfG	589	0.003132	0.9481	0.0759
ybfH	589	-0.1999	0.0001145	4.9441
kdpD	589	-0.116	0.3618	2.8293
ybfA	589	0.2365	7.834e-07	5.8961
rhsC	589	0.08798	0.4939	2.1399
ybfB	589	-0.3811	6.13e-20	9.9874
ybfO	589	0.2507	8.604e-08	6.2749
ybfC	589	-0.08847	0.4809	2.1518
ybfD	589	-0.0126	0.9458	0.3052
ybgA	589	0.3711	9.153e-19	9.6824
phr	589	0.2615	1.459e-08	6.5646
ybgI	589	0.3001	1.224e-11	7.6218
ybgJ	589	0.2479	1.35e-07	6.1994
ybgK	589	0.2315	1.639e-06	5.7644
ybgL	589	0.3556	4.949e-17	9.2173
nei	589	0.1234	0.2124	3.0137
ybgO	589	-0.3332	1.038e-14	8.5617
ybgP	589	-0.3182	2.895e-13	8.1311
ybgQ	589	0.01689	0.9437	0.4094
ybgD	589	-0.2621	1.317e-08	6.5811
b0725	589	0.1015	0.9249	2.4717
ybgE	589	0.1556	0.01429	3.8160
tolQ	589	0.2585	2.437e-08	6.4821
tolR	589	0.2899	8.988e-11	7.3380
tolA	589	0.1888	0.000434	4.6589
tolB	589	0.1555	0.01442	3.8135
pal	589	0.1979	0.0001476	4.8910
ybgF	589	0.2126	2.255e-05	5.2722
ybgS	589	0.2048	6.196e-05	5.0705
modF	589	-0.2979	1.895e-11	7.5604
acrZ	589	0.3372	4.079e-15	8.6792
ybhH	589	-0.1893	0.0004115	4.6707
ybhI	589	-0.2985	1.662e-11	7.5788
ybhJ	589	-0.2465	1.691e-07	6.1613
ybhC	589	0.1742	0.00221	4.2861
ybhB	589	0.4178	1.198e-24	11.1430
uvrB	589	0.3383	3.219e-15	8.7088
ybhK	589	0.1992	0.0001259	4.9243
moaB	589	0.2069	4.773e-05	5.1233
ybhL	589	0.01061	0.9465	0.2571
ybhM	589	-0.2902	8.391e-11	7.3479
ybhP	589	-0.1561	0.01363	3.8286
ybhQ	589	0.262	1.349e-08	6.5771
ybhR	589	0.00444	0.9479	0.1076
ybhS	589	0.3466	4.511e-16	8.9512
ybhF	589	0.1771	0.001625	4.3589
ybhG	589	0.1033	0.8301	2.5155
rhlE	589	0.2484	1.252e-07	6.2121
ybiA	589	-0.2718	2.462e-09	6.8440
dinG	589	0.3036	6.103e-12	7.7187
ybiB	589	0.2613	1.512e-08	6.5589
ybiC	589	0.0438	0.9091	1.0622
ybiJ	589	-0.2369	7.365e-07	5.9070
ybiI	589	0.2279	2.725e-06	5.6721
ybiX	589	-0.2325	1.404e-06	5.7923
mcbA	589	0.01716	0.9436	0.4159
rlmF	589	-0.06942	0.7865	1.6861
ybiO	589	0.3431	1.03e-15	8.8500
dps	589	-0.01117	0.9463	0.2707
ompX	589	0.0319	0.9302	0.7734
ybiP	589	-0.08642	0.5331	2.1016
yliL	589	0.2131	2.12e-05	5.2842
ybiR	589	0.2264	3.388e-06	5.6321
ybiS	589	0.1735	0.002391	4.2673
ybiT	589	0.2107	2.904e-05	5.2224
ybiU	589	0.1302	0.1273	3.1809
ybiW	589	0.2867	1.647e-10	7.2499
ybiY	589	-0.2326	1.381e-06	5.7953
yliE	589	-0.1554	0.0146	3.8102
yliF	589	-0.2149	1.657e-05	5.3322
rimO	589	-0.1645	0.006007	4.0408
bssR	589	-0.1329	0.1027	3.2488
gstB	589	0.2536	5.394e-08	6.3523
ybjH	589	-0.1303	0.1263	3.1836
ybjI	589	-0.2776	8.769e-10	7.0014
ybjJ	589	0.08299	0.6068	2.0177
ybjL	589	0.2783	7.707e-10	7.0208
ybjM	589	0.05538	0.8726	1.3438
ybjC	589	0.359	2.117e-17	9.3179
nfsA	589	0.3371	4.214e-15	8.6752
rimK	589	0.3615	1.1e-17	9.3948
ybjN	589	0.3073	2.85e-12	7.8234
ybjO	589	0.2615	1.454e-08	6.5652
rlmC	589	-0.02941	0.9333	0.7128
ybjP	589	-0.06615	0.8127	1.6061
ybjQ	589	0.275	1.417e-09	6.9286
amiD	589	0.07348	0.7467	1.7851
ybjS	589	0.0607	0.8472	1.4733
ybjT	589	-0.2643	9.073e-09	6.6402
hcr	589	-0.1416	0.05002	3.4661
hcp	589	-0.2116	2.584e-05	5.2455
ybjE	589	-0.248	1.336e-07	6.2011
ybjD	589	0.06937	0.787	1.6847
ybjX	589	0.1652	0.005609	4.0581
macA	589	0.2193	9.18e-06	5.4456
macB	589	0.04203	0.9131	1.0191
cspD	589	0.08194	0.6265	1.9920
clpS	589	0.1024	0.8779	2.4929
clpA	589	0.2312	1.7e-06	5.7579
infA	589	0.2452	2.049e-07	6.1287
aat	589	0.2608	1.656e-08	6.5443
ftsK	589	0.3526	1.043e-16	9.1282
lolA	589	0.3012	9.772e-12	7.6532
rarA	589	0.2828	3.367e-10	7.1445
ycaC	589	0.01881	0.9426	0.4557
ycaD	589	0.1157	0.3687	2.8225
ycaM	589	-0.2698	3.518e-09	6.7887
ycaK	589	-0.2954	3.091e-11	7.4911
ycaO	589	0.247	1.547e-07	6.1764
ycaP	589	-0.1045	0.7691	2.5459
ycaL	589	-0.2521	6.928e-08	6.3109
rpsA	589	0.2131	2.126e-05	5.2837
ycaI	589	0.05599	0.87	1.3588
ycaQ	589	-0.2543	4.844e-08	6.3700
ycaR	589	0.1212	0.2502	2.9582
ycbJ	589	-0.1653	0.005536	4.0614
ycbC	589	0.153	0.01821	3.7507
smtA	589	0.375	3.233e-19	9.8007
mukF	589	0.3362	5.245e-15	8.6477
mukE	589	0.2012	9.846e-05	4.9755
mukB	589	0.1186	0.3018	2.8934
ycbB	589	-0.1609	0.008602	3.9491
ycbK	589	0.06322	0.8325	1.5348
ycbL	589	0.1711	0.003066	4.2073
elfA	589	-0.225	4.138e-06	5.5952
elfD	589	0.02566	0.9372	0.6219
elfC	589	-0.1482	0.02827	3.6295
elfG	589	-0.3418	1.395e-15	8.8126
ycbU	589	0.04255	0.9119	1.0318
ycbV	589	0.1217	0.2405	2.9716
ycbF	589	-0.3346	7.49e-15	8.6029
zapC	589	0.2785	7.518e-10	7.0246
ycbX	589	0.2381	6.132e-07	5.9392
rlmL	589	-0.2414	3.719e-07	6.0264
uup	589	0.2862	1.795e-10	7.2373
pqiA	589	0.1861	0.0005945	4.5891
pqiB	589	0.3064	3.399e-12	7.7993
ymbA	589	0.2979	1.875e-11	7.5618
rmf	589	-0.1038	0.8023	2.5291
ycbZ	589	0.363	7.508e-18	9.4394
matP	589	0.2496	1.036e-07	6.2439
sulA	589	0.1209	0.2565	2.9496
sxy	589	-0.04827	0.8974	1.1708
yccS	589	-0.3557	4.759e-17	9.2220
yccF	589	0.05881	0.857	1.4274
helD	589	-0.1228	0.2219	2.9989
yccT	589	-0.113	0.4449	2.7544
yccU	589	-0.01584	0.9443	0.3838
hspQ	589	-0.09685	0.1775	2.3575
rlmI	589	-0.2804	5.292e-10	7.0772
tusE	589	0.07914	0.6731	1.9234
yccA	589	0.2394	5.042e-07	5.9735
hyaD	589	0.2599	1.902e-08	6.5221
hyaE	589	0.2744	1.574e-09	6.9126
hyaF	589	0.2173	1.203e-05	5.3940
etk	589	-0.003286	0.9481	0.0796
etp	589	0.07112	0.7709	1.7276
gfcE	589	-0.001807	0.9482	0.0438
gfcD	589	-0.1449	0.03776	3.5475
gfcC	589	-0.3396	2.365e-15	8.7472
gfcB	589	-0.01398	0.9452	0.3389
gfcA	589	0.2043	6.61e-05	5.0573
cspH	589	-0.1164	0.3525	2.8385
cspG	589	0.4627	2.376e-31	12.6462
ymcE	589	0.2211	7.199e-06	5.4917
yccM	589	-0.1073	0.643	2.6159
torS	589	-0.1512	0.02155	3.7047
torT	589	0.2034	7.468e-05	5.0324
torD	589	-0.002157	0.9482	0.0523
cbpM	589	0.2536	5.387e-08	6.3525
cbpA	589	0.336	5.381e-15	8.6445
yccE	589	-0.2535	5.472e-08	6.3499
yccJ	589	0.113	0.4445	2.7548
wrbA	589	0.01988	0.9419	0.4818
ycdF	589	0.3407	1.806e-15	8.7807
efeU_1	589	0.04437	0.9077	1.0761
efeU_2	589	0.2317	1.581e-06	5.7709
efeO	589	0.06162	0.8421	1.4957
efeB	589	0.1995	0.0001211	4.9324
phoH	589	-0.2414	3.706e-07	6.0270
pgaD	589	-0.009134	0.9469	0.2213
pgaC	589	-0.2193	9.117e-06	5.4469
pgaB	589	-0.355	5.768e-17	9.1991
pgaA	589	-0.2229	5.608e-06	5.5385
ycdT	589	-0.06651	0.81	1.6150
ymdE	589	-0.2119	2.5e-05	5.2519
ycdU	589	-0.1523	0.01939	3.7337
ycdX	589	0.1261	0.1746	3.0788
ycdY	589	0.1748	0.002077	4.3009
ycdZ	589	0.4918	2.518e-36	13.6835
csgG	589	0.1378	0.06892	3.3709
csgF	589	-0.02512	0.9377	0.6089
csgE	589	-0.3379	3.464e-15	8.6997
csgB	589	0.1018	0.9074	2.4795
csgA	589	-0.2914	6.68e-11	7.3809
csgC	589	-0.264	9.558e-09	6.6320
ymdA	589	0.02948	0.9332	0.7146
ymdB	589	0.2299	2.071e-06	5.7221
ymdC	589	0.2056	5.593e-05	5.0913
mdoC	589	-0.1913	0.0003262	4.7214
mdoG	589	0.2491	1.109e-07	6.2325
mdoH	589	0.1662	0.005072	4.0833
yceK	589	0.04642	0.9026	1.1260
msyB	589	0.09515	0.2534	2.3158
b1052	589	-0.06648	0.8103	1.6141
mdtG	589	-0.2977	1.946e-11	7.5566
yceA	589	-0.1079	0.621	2.6293
yceI	589	-0.1629	0.007076	3.9992
yceJ	589	-0.2586	2.365e-08	6.4869
yceO	589	-0.3506	1.7e-16	9.0695
bssS	589	-0.2065	4.994e-05	5.1142
dinI	589	-0.02345	0.9392	0.5683
yceB	589	0.1366	0.07634	3.3400
mdtH	589	-0.2878	1.329e-10	7.2812
rimJ	589	0.2366	7.617e-07	5.9011
yceH	589	0.2777	8.641e-10	7.0036
yceM	589	0.1252	0.1859	3.0580
flgN	589	0.1083	0.6056	2.6390
flgA	589	0.1195	0.2823	2.9166
flgB	589	-0.04926	0.8945	1.1950
flgC	589	0.04294	0.9111	1.0414
flgD	589	0.1829	0.0008541	4.5074
flgE	589	0.01897	0.9425	0.4598
flgF	589	0.1955	0.0001976	4.8292
flgG	589	0.07964	0.6654	1.9356
flgH	589	-0.04269	0.9116	1.0352
flgI	589	0.1299	0.1302	3.1738
flgJ	589	0.1011	0.949	2.4612
flgK	589	0.1201	0.2701	2.9318
flgL	589	0.1229	0.2214	2.9997
rne	589	0.1608	0.008675	3.9470
yceQ	589	-0.3456	5.686e-16	8.9229
rluC	589	0.2388	5.472e-07	5.9592
yceF	589	-0.1858	0.0006142	4.5818
yceD	589	0.1952	0.0002047	4.8218
rpmF	589	0.2873	1.453e-10	7.2682
yceG	589	-0.3343	8.068e-15	8.5935
holB	589	0.1025	0.8701	2.4965
ycfH	589	-0.2175	1.172e-05	5.3990
hinT	589	0.3033	6.369e-12	7.7127
ycfL	589	0.3293	2.484e-14	8.4506
lpoB	589	0.2192	9.277e-06	5.4436
ycfP	589	0.1892	0.0004174	4.6675
ycfJ	589	0.1153	0.3784	2.8132
bhsA	589	-0.2098	3.275e-05	5.1986
ycfS	589	0.1827	0.0008705	4.5031
mfd	589	0.06491	0.8215	1.5759
ycfT	589	0.04042	0.9164	0.9801
lolC	589	0.2074	4.472e-05	5.1364
lolD	589	0.3067	3.23e-12	7.8063
lolE	589	0.1661	0.005117	4.0811
cobB	589	0.3245	7.36e-14	8.3106
ycfZ	589	-0.317	3.756e-13	8.0966
ymfA	589	-0.3353	6.435e-15	8.6220
pepT	589	0.2847	2.377e-10	7.1960
ycfD	589	0.1459	0.03446	3.5736
phoQ	589	0.185	0.0006714	4.5618
hflD	589	0.2299	2.046e-06	5.7243
mnmA	589	0.2858	1.942e-10	7.2257
rluE	589	0.3334	9.899e-15	8.5677
ymfD	589	0.1373	0.07208	3.3574
ymfE	589	0.08972	0.4455	2.1825
lit	589	0.02303	0.9395	0.5581
intE	589	0.02476	0.938	0.6001
xisE	589	0.109	0.5781	2.6567
ymfH	589	0.2291	2.298e-06	5.7032
ymfI	589	0.05803	0.8608	1.4084
ymfJ	589	0.1801	0.001167	4.4359
ymfK	589	0.1532	0.01778	3.7572
ymfM	589	0.2619	1.379e-08	6.5737
ymfR	589	0.2847	2.407e-10	7.1942
ymfO	589	0.3008	1.059e-11	7.6420
ymfP	589	0.2847	2.376e-10	7.1961
ymfQ	589	0.3061	3.641e-12	7.7899
ycfK	589	0.259	2.236e-08	6.4960
ymfS	589	0.2801	5.6e-10	7.0688
tfaE	589	0.2194	9.08e-06	5.4477
stfE	589	0.2418	3.51e-07	6.0363
pinE	589	0.3075	2.71e-12	7.8304
mcrA	589	0.1475	0.02987	3.6141
iraM	589	-0.3002	1.208e-11	7.6236
ycgX	589	-0.4074	3.041e-23	10.8085
bluF	589	-0.3755	2.839e-19	9.8154
ycgZ	589	0.001767	0.9482	0.0428
ymgA	589	0.09592	0.22	2.3347
ariR	589	-0.007681	0.9473	0.1861
ymgC	589	-0.1834	0.0008034	4.5213
ycgG	589	-0.2949	3.39e-11	7.4780
ycgH_1	589	-0.3759	2.558e-19	9.8272
ycgH_2	589	-0.3646	5.036e-18	9.4859
ymgD	589	-0.306	3.72e-12	7.7869
ymgG	589	0.2042	6.712e-05	5.0542
minE	589	0.1401	0.05696	3.4278
minD	589	0.2019	9.007e-05	4.9939
minC	589	0.3084	2.258e-12	7.8553
ycgJ	589	0.2655	7.406e-09	6.6723
pliG	589	-0.4054	5.657e-23	10.7433
ycgL	589	0.1274	0.1576	3.1124
ycgM	589	0.2669	5.84e-09	6.7097
ycgN	589	0.04522	0.9057	1.0966
hlyE	589	-0.1507	0.02254	3.6924
umuD	589	0.1475	0.03005	3.6124
umuC	589	0.02194	0.9404	0.5316
ycgB	589	-0.02156	0.9407	0.5226
cvrA	589	0.203	7.822e-05	5.0229
ycgR	589	-0.151	0.02188	3.7006
ymgE	589	-0.0547	0.8754	1.3271
ycgY	589	-0.2736	1.795e-09	6.8925
ycgV	589	-0.2158	1.478e-05	5.3544
ychF	589	-0.04563	0.9046	1.1067
pth	589	0.1169	0.3388	2.8526
ychH	589	-0.1373	0.07209	3.3574
lolB	589	0.2118	2.507e-05	5.2514
prfA	589	0.0813	0.6378	1.9764
prmC	589	-0.1749	0.002053	4.3037
chaB	589	0.342	1.329e-15	8.8186
chaC	589	-0.04035	0.9165	0.9785
ychN	589	0.3045	5.05e-12	7.7448
ychO	589	0.2587	2.33e-08	6.4893
narX	589	-0.1984	0.0001388	4.9040
ychS	589	0.2173	1.204e-05	5.3939
tpr	589	-0.2063	5.176e-05	5.1069
ychJ	589	0.1818	0.0009613	4.4805
rssA	589	0.1043	0.7804	2.5401
rssB	589	0.3426	1.165e-15	8.8349
ychG_2	589	-0.1846	0.0007093	4.5495
ychG_1	589	-0.1288	0.1418	3.1466
ychE	589	0.1761	0.001798	4.3351
yciU	589	0.3528	9.944e-17	9.1340
yciI	589	0.152	0.02004	3.7247
yciA	589	0.3389	2.744e-15	8.7287
yciB	589	0.2856	2.022e-10	7.2198
yciC	589	0.3636	6.501e-18	9.4562
ompW	589	0.141	0.05286	3.4499
yciE	589	-0.02776	0.9351	0.6729
yciF	589	0.0672	0.8048	1.6319
yciG	589	0.2106	2.946e-05	5.2196
trpL	589	-0.3938	1.699e-21	10.3807
yciV	589	0.3596	1.781e-17	9.3382
yciO	589	0.3877	9.874e-21	10.1892
yciQ	589	0.2019	8.927e-05	4.9957
rluB	589	0.2278	2.78e-06	5.6684
yciK	589	0.169	0.003791	4.1554
sohB	589	0.2293	2.232e-06	5.7085
yciN	589	-0.08066	0.6487	1.9607
topA	589	-0.02398	0.9387	0.5811
yciS	589	0.2722	2.299e-09	6.8545
yciM	589	0.07069	0.775	1.7170
yciH	589	-0.2478	1.376e-07	6.1962
osmB	589	0.07798	0.6903	1.8950
gmr	589	-0.1633	0.006805	4.0092
rnb	589	0.04299	0.911	1.0425
yciW	589	-0.2905	7.989e-11	7.3550
ycjD	589	-0.3698	1.282e-18	9.6439
sapF	589	0.3592	1.973e-17	9.3262
sapC	589	0.3751	3.122e-19	9.8046
sapB	589	0.0237	0.939	0.5743
sapA	589	0.2326	1.394e-06	5.7935
ymjA	589	0.1096	0.5547	2.6723
pspA	589	-0.07886	0.6773	1.9166
pspD	589	0.2571	3.048e-08	6.4458
ycjM	589	-0.002238	0.9482	0.0542
ycjN	589	0.3269	4.296e-14	8.3802
ycjO	589	-0.08135	0.637	1.9775
ycjP	589	0.2568	3.202e-08	6.4378
ycjQ	589	0.2811	4.654e-10	7.0964
ycjR	589	0.2385	5.735e-07	5.9510
ycjS	589	-0.3068	3.171e-12	7.8088
ycjT	589	-0.2678	4.993e-09	6.7342
ycjU	589	0.04215	0.9128	1.0222
ycjV	589	-0.09718	0.1614	2.3658
ycjX	589	0.0687	0.7927	1.6684
